record_id,atm_id,date,city,location_type,day_of_week,month,is_weekend,is_holiday,festival,temperature,transaction_count,average_withdrawal,withdrawal_amount,deposit_amount,opening_cash,cash_remaining,cash_out,replenishment_required,next_day_cash_requirement
3771,ATM035,2025-02-05,Jaipur,Business Area,Wednesday,2,0,0,None,27.66,187,4453.0,832711.0,62228.41,3000000,2229517.41,0,0,878235.02
3772,ATM003,2025-04-30,Mumbai,Hospital,Wednesday,4,0,0,Dussehra,33.72,353,6488.0,2290264.0,331714.5,1000000,0.0,1,1,2605167.9
3773,ATM036,2024-07-06,Jaipur,Market,Saturday,7,1,0,None,16.34,270,3276.0,884520.0,129484.48,1000000,244964.48,0,1,882919.67
3774,ATM009,2025-02-04,Chennai,Business Area,Tuesday,2,0,0,None,37.02,239,2782.0,664898.0,26363.73,2500000,1861465.73,0,0,741524.59
3775,ATM035,2024-10-21,Mumbai,College,Monday,10,0,0,None,28.49,101,2609.0,338730.91,60505.42,3000000,2721774.51,0,0,319446.78
3776,ATM024,2024-03-05,Kolkata,Residential,Tuesday,3,0,1,None,35.33,286,4486.0,1282996.0,103152.22,3000000,1820156.22,0,0,1300126.96
3777,ATM015,2025-12-10,Kolkata,College,Wednesday,12,0,0,None,38.84,219,4147.0,1125335.61,146549.23,2500000,1521213.62,0,0,1033323.4
3778,ATM010,2024-05-31,Bengaluru,Railway Station,Friday,5,0,0,None,36.53,239,5949.0,1421811.0,224758.83,3000000,1802947.83,0,0,1513323.31
3779,ATM007,2025-01-18,Chennai,College,Saturday,1,1,0,None,36.68,294,4858.0,1428252.0,107187.62,1500000,178935.62,0,1,1532776.56
3780,ATM020,2025-05-25,Hyderabad,Residential,Sunday,5,1,0,None,22.48,212,1777.0,376724.0,37004.85,1500000,1160280.85,0,0,473547.89
3781,ATM016,2024-04-15,Delhi,Mall,Monday,4,0,0,None,41.97,312,1903.0,593736.0,64687.72,1000000,470951.72,0,1,698898.81
3782,ATM031,2024-11-19,Pune,Bus Stand,Tuesday,11,0,0,None,37.11,169,1709.0,371652.98,30015.72,1000000,658362.74,0,0,400522.46
3783,ATM021,2025-06-26,Delhi,Mall,Thursday,6,0,0,Holi,15.04,522,4944.0,2580768.0,265747.56,2500000,184979.56,0,1,3445156.4
3784,ATM017,2024-09-16,Jaipur,Residential,Monday,9,0,0,None,17.14,134,5158.0,691172.0,75827.5,3000000,2384655.5,0,0,818467.22
3785,ATM025,2024-07-17,Pune,Bus Stand,Wednesday,7,0,0,None,25.49,164,3484.0,571376.0,97364.41,1500000,1025988.41,0,0,545733.8
3786,ATM029,2025-03-29,Hyderabad,Residential,Saturday,3,1,0,None,41.3,210,5428.0,1139880.0,132879.88,1500000,492999.88,0,1,1113719.77
3787,ATM028,2024-06-23,Mumbai,Mall,Sunday,6,1,0,None,24.31,254,3877.0,984758.0,60080.48,2500000,1575322.48,0,0,995159.3
3788,ATM021,2024-02-21,Kolkata,Hospital,Wednesday,2,0,0,None,18.11,154,1571.0,241934.0,18852.38,1000000,776918.38,0,0,227024.69
3789,ATM009,2025-03-02,Delhi,Business Area,Sunday,3,1,0,None,38.34,413,2842.0,1173746.0,139999.56,2000000,966253.56,0,0,1235182.53
3790,ATM038,2025-05-13,Jaipur,Railway Station,Tuesday,5,0,0,None,41.37,282,1631.0,459942.0,53270.97,2000000,1593328.97,0,0,484415.56
3791,ATM039,2025-07-24,Mumbai,Business Area,Thursday,7,0,0,None,35.29,346,3399.0,1176054.0,103880.9,2000000,927826.9,0,0,1084021.94
3792,ATM029,2025-10-23,Kolkata,Business Area,Thursday,10,0,0,None,36.77,354,6379.0,2869575.81,235171.17,2000000,0.0,1,1,2893792.61
3793,ATM016,2024-04-25,Hyderabad,Bus Stand,Thursday,4,0,0,None,22.13,233,4697.0,1094401.0,43423.66,2500000,1449022.66,0,0,1023380.3
3794,ATM037,2024-11-23,Bengaluru,College,Saturday,11,1,0,None,27.93,252,5459.0,1608729.52,154097.36,1500000,45367.84,1,1,1525071.81
3795,ATM015,2025-06-03,Hyderabad,Business Area,Tuesday,6,0,0,None,27.0,332,2095.0,695540.0,102812.97,3000000,2407272.97,0,0,611020.91
3796,ATM036,2025-07-30,Jaipur,College,Wednesday,7,0,0,None,25.08,231,5906.0,1364286.0,214536.11,1500000,350250.11,0,1,1220205.83
3797,ATM012,2025-08-31,Delhi,Market,Sunday,8,1,0,Holi,39.79,417,3848.0,1604616.0,132544.49,1000000,0.0,1,1,2051778.34
3798,ATM025,2024-11-25,Kolkata,Bus Stand,Monday,11,0,0,Dussehra,15.88,303,6182.0,2165411.64,163353.27,1500000,0.0,1,1,2431661.55
3799,ATM009,2025-11-04,Jaipur,Mall,Tuesday,11,0,0,None,41.48,256,3419.0,1016829.83,165236.75,1000000,148406.92,0,1,1140040.93
3800,ATM027,2024-12-10,Chennai,Railway Station,Tuesday,12,0,1,None,25.04,347,5369.0,2195488.35,364510.13,3000000,1169021.78,0,0,2667197.98
3801,ATM002,2025-08-07,Pune,Hospital,Thursday,8,0,0,None,28.6,110,6369.0,700590.0,63404.03,1000000,362814.03,0,1,724320.07
3802,ATM036,2025-05-15,Kolkata,Business Area,Thursday,5,0,0,Holi,28.61,458,5400.0,2473200.0,439326.29,2500000,466126.29,0,1,3350817.48
3803,ATM028,2024-09-10,Delhi,Business Area,Tuesday,9,0,0,None,27.3,360,5722.0,2059920.0,285732.03,2500000,725812.03,0,0,2360545.3
3804,ATM027,2024-01-28,Jaipur,Business Area,Sunday,1,1,0,None,28.59,275,1952.0,536800.0,71350.22,2000000,1534550.22,0,0,549078.14
3805,ATM024,2025-11-08,Delhi,Business Area,Saturday,11,1,0,None,34.01,364,6495.0,3129415.12,436240.66,1000000,0.0,1,1,3684603.27
3806,ATM002,2025-03-28,Chennai,Hospital,Friday,3,0,0,None,33.62,117,4815.0,563355.0,46957.81,2500000,1983602.81,0,0,580750.16
3807,ATM023,2024-10-23,Pune,Railway Station,Wednesday,10,0,0,None,15.42,327,2142.0,899678.77,84392.8,1000000,184714.03,0,1,786040.99
3808,ATM029,2024-11-23,Chennai,Business Area,Saturday,11,1,0,None,19.44,388,2241.0,1112248.07,131853.17,3000000,2019605.1,0,0,1214589.9
3809,ATM003,2025-06-02,Hyderabad,Market,Monday,6,0,0,None,28.36,307,3142.0,964594.0,128872.06,1000000,164278.06,0,1,942985.36
3810,ATM026,2024-12-12,Jaipur,Hospital,Thursday,12,0,1,None,26.81,212,1772.0,485491.58,68509.65,1000000,583018.07,0,0,528645.31
3811,ATM013,2024-02-16,Pune,Residential,Friday,2,0,0,None,27.11,96,2552.0,244992.0,27000.42,2000000,1782008.42,0,0,241523.97
3812,ATM016,2025-07-20,Jaipur,Market,Sunday,7,1,0,None,37.35,312,5765.0,1798680.0,306729.74,1500000,8049.74,1,1,1957004.71
3813,ATM036,2024-06-08,Mumbai,Bus Stand,Saturday,6,1,0,None,41.42,256,4040.0,1034240.0,44131.71,2500000,1509891.71,0,0,989865.55
3814,ATM016,2024-01-03,Pune,Railway Station,Wednesday,1,0,0,None,30.29,312,5847.0,1824264.0,113765.89,2500000,789501.89,0,0,1907712.32
3815,ATM033,2024-07-28,Pune,Mall,Sunday,7,1,0,None,26.43,250,4733.0,1183250.0,111030.29,2500000,1427780.29,0,0,1106765.6
3816,ATM026,2025-05-01,Jaipur,College,Thursday,5,0,0,None,41.88,169,6121.0,1034449.0,86230.6,1500000,551781.6,0,0,1145398.43
3817,ATM021,2024-10-24,Mumbai,Market,Thursday,10,0,0,Dussehra,23.6,504,5443.0,3634974.67,180388.49,1000000,0.0,1,1,4086741.21
3818,ATM012,2024-12-02,Mumbai,Market,Monday,12,0,0,None,31.96,314,4165.0,1611417.6,84901.24,2000000,473483.64,0,1,1642922.09
3819,ATM019,2025-01-03,Jaipur,Hospital,Friday,1,0,0,None,16.25,85,2752.0,233920.0,17127.51,1000000,783207.51,0,0,200176.02
3820,ATM019,2024-03-28,Kolkata,Market,Thursday,3,0,0,None,36.31,281,3504.0,984624.0,46810.41,2500000,1562186.41,0,0,841678.31
3821,ATM008,2025-03-14,Mumbai,Mall,Friday,3,0,0,None,24.27,303,4632.0,1403496.0,246146.57,1000000,0.0,1,1,1306423.55
3822,ATM019,2024-01-18,Hyderabad,Business Area,Thursday,1,0,0,None,32.92,226,1844.0,416744.0,15092.25,2000000,1598348.25,0,0,403199.95
3823,ATM020,2024-02-04,Bengaluru,Hospital,Sunday,2,1,0,None,31.91,130,6175.0,802750.0,99095.94,1000000,296345.94,0,1,1018168.26
3824,ATM025,2024-11-13,Hyderabad,Railway Station,Wednesday,11,0,0,None,23.96,340,5646.0,2565327.06,431095.9,1500000,0.0,1,1,2888503.6
3825,ATM026,2024-08-04,Chennai,Residential,Sunday,8,1,0,None,22.91,190,2849.0,541310.0,40955.63,2000000,1499645.63,0,0,654724.97
3826,ATM007,2025-05-11,Delhi,Railway Station,Sunday,5,1,0,None,21.36,314,3931.0,1234334.0,198328.71,1500000,463994.71,0,1,1254725.11
3827,ATM040,2025-10-07,Pune,Residential,Tuesday,10,0,0,None,33.96,235,1788.0,543126.16,75736.05,2000000,1532609.89,0,0,529514.38
3828,ATM038,2025-12-28,Delhi,Bus Stand,Sunday,12,1,0,None,33.94,295,5954.0,2282934.13,211326.28,1500000,0.0,1,1,2822482.37
3829,ATM007,2024-11-04,Delhi,Residential,Monday,11,0,0,None,17.96,192,1917.0,456825.29,48101.08,2500000,2091275.79,0,0,421999.15
3830,ATM032,2024-01-15,Mumbai,Residential,Monday,1,0,0,None,41.18,216,6095.0,1316520.0,59766.18,1000000,0.0,1,1,1224940.19
3831,ATM035,2024-10-28,Pune,Mall,Monday,10,0,0,None,33.34,282,4488.0,1409468.8,122839.9,2000000,713371.1,0,0,1326857.25
3832,ATM027,2025-01-29,Bengaluru,College,Wednesday,1,0,0,None,26.86,108,2768.0,298944.0,47804.79,1500000,1248860.79,0,0,298225.43
3833,ATM009,2025-03-27,Pune,Business Area,Thursday,3,0,0,None,25.66,271,6284.0,1702964.0,141683.71,2500000,938719.71,0,0,1919450.01
3834,ATM038,2024-11-12,Jaipur,Bus Stand,Tuesday,11,0,0,None,24.82,222,1990.0,555634.44,70640.23,3000000,2515005.79,0,0,624686.17
3835,ATM008,2025-04-22,Chennai,Railway Station,Tuesday,4,0,0,None,17.42,315,5563.0,1752345.0,77290.95,2500000,824945.95,0,0,1512077.48
3836,ATM018,2024-06-25,Pune,Mall,Tuesday,6,0,0,None,22.16,251,2217.0,556467.0,91537.8,2000000,1535070.8,0,0,480182.14
3837,ATM017,2024-09-25,Mumbai,College,Wednesday,9,0,0,None,20.0,146,3825.0,558450.0,97886.16,3000000,2539436.16,0,0,619292.97
3838,ATM010,2025-09-05,Pune,Bus Stand,Friday,9,0,0,None,34.67,174,3604.0,627096.0,26931.68,3000000,2399835.68,0,0,708214.96
3839,ATM008,2024-08-12,Jaipur,Market,Monday,8,0,0,Christmas,21.87,497,5010.0,2489970.0,125134.8,3000000,635164.8,0,0,2692160.16
3840,ATM036,2024-07-15,Jaipur,Railway Station,Monday,7,0,0,None,31.04,307,2849.0,874643.0,67232.72,1500000,692589.72,0,0,993474.85
3841,ATM027,2024-01-03,Jaipur,Bus Stand,Wednesday,1,0,1,None,32.82,179,5076.0,908604.0,62902.14,2000000,1154298.14,0,0,866202.69
3842,ATM011,2025-03-21,Mumbai,Railway Station,Friday,3,0,0,None,24.51,221,4166.0,920686.0,76401.53,2500000,1655715.53,0,0,810396.71
3843,ATM013,2024-05-26,Pune,Hospital,Sunday,5,1,0,None,37.44,187,3595.0,672265.0,114841.76,2000000,1442576.76,0,0,704727.4
3844,ATM001,2025-08-12,Kolkata,Bus Stand,Tuesday,8,0,0,None,40.1,240,4465.0,1071600.0,156356.89,2500000,1584756.89,0,0,1038106.03
3845,ATM024,2025-02-15,Delhi,Bus Stand,Saturday,2,1,0,None,32.48,293,2908.0,852044.0,114658.34,2500000,1762614.34,0,0,832533.8
3846,ATM005,2024-06-03,Pune,Railway Station,Monday,6,0,0,Diwali,20.55,380,3010.0,1143800.0,146962.6,1500000,503162.6,0,0,1378094.17
3847,ATM007,2024-09-11,Bengaluru,Residential,Wednesday,9,0,0,None,27.69,195,3527.0,687765.0,45788.93,2500000,1858023.93,0,0,614780.05
3848,ATM029,2025-03-15,Jaipur,Bus Stand,Saturday,3,1,1,None,26.73,372,5667.0,2108124.0,335166.1,3000000,1227042.1,0,0,2733829.54
3849,ATM019,2025-01-29,Jaipur,Business Area,Wednesday,1,0,0,None,35.32,366,2737.0,1001742.0,176651.82,2000000,1174909.82,0,0,945614.6
3850,ATM040,2024-07-17,Mumbai,Railway Station,Wednesday,7,0,0,None,26.26,299,5554.0,1660646.0,88923.38,2500000,928277.38,0,0,1649194.73
3851,ATM017,2025-12-27,Delhi,College,Saturday,12,1,1,None,21.21,379,5607.0,2448718.41,142047.3,1500000,0.0,1,1,2596091.91
3852,ATM008,2025-12-29,Chennai,Mall,Monday,12,0,0,None,28.06,283,4297.0,1411630.22,51079.3,1500000,139449.08,0,1,1473886.43
3853,ATM035,2024-08-14,Chennai,Railway Station,Wednesday,8,0,0,None,17.75,312,2285.0,712920.0,76149.57,1000000,363229.57,0,1,705295.03
3854,ATM018,2025-07-07,Delhi,Hospital,Monday,7,0,0,None,21.74,114,5905.0,673170.0,26084.1,1000000,352914.1,0,1,777482.01
3855,ATM015,2025-05-27,Kolkata,Railway Station,Tuesday,5,0,0,None,16.94,255,3474.0,885870.0,101436.7,3000000,2215566.7,0,0,1034856.5
3856,ATM024,2025-05-11,Chennai,Bus Stand,Sunday,5,1,0,None,36.85,218,2191.0,477638.0,15868.72,2500000,2038230.72,0,0,578377.69
3857,ATM001,2025-05-27,Pune,Hospital,Tuesday,5,0,0,None,21.36,177,4393.0,777561.0,30278.76,2500000,1752717.76,0,0,671233.97
3858,ATM010,2025-02-24,Bengaluru,Hospital,Monday,2,0,0,Christmas,23.4,346,6457.0,2234122.0,111201.46,2000000,0.0,1,1,2337490.64
3859,ATM036,2025-12-14,Bengaluru,Residential,Sunday,12,1,0,Eid,40.97,356,3504.0,1477371.27,256058.31,1500000,278687.04,0,1,1643219.89
3860,ATM034,2024-10-23,Delhi,Mall,Wednesday,10,0,0,Dussehra,23.72,508,6267.0,3897104.26,497822.32,2500000,0.0,1,1,4127604.72
3861,ATM040,2025-06-20,Mumbai,Market,Friday,6,0,0,Eid,30.24,499,4398.0,2194602.0,126387.84,2500000,431785.84,0,1,2682445.76
3862,ATM027,2025-01-18,Delhi,Railway Station,Saturday,1,1,0,None,26.31,295,6064.0,1788880.0,303212.15,1500000,14332.15,1,1,1719082.6
3863,ATM003,2025-03-29,Chennai,Business Area,Saturday,3,1,0,None,41.61,273,5214.0,1423422.0,60372.4,2000000,636950.4,0,0,1712624.02
3864,ATM038,2024-01-19,Chennai,Market,Friday,1,0,0,None,31.27,172,1926.0,331272.0,26897.09,2500000,2195625.09,0,0,302113.05
3865,ATM003,2025-05-08,Delhi,Hospital,Thursday,5,0,1,None,41.59,245,3838.0,940310.0,100660.08,2000000,1160350.08,0,0,1224267.19
3866,ATM029,2025-09-30,Bengaluru,Mall,Tuesday,9,0,0,None,21.24,277,5865.0,1624605.0,77299.73,2000000,452694.73,0,1,1915002.76
3867,ATM010,2025-09-02,Chennai,Hospital,Tuesday,9,0,0,None,18.65,196,2930.0,574280.0,100275.4,2000000,1525995.4,0,0,539577.85
3868,ATM008,2024-10-30,Chennai,Bus Stand,Wednesday,10,0,0,None,28.21,174,3889.0,784063.29,33556.05,3000000,2249492.76,0,0,776721.66
3869,ATM020,2025-01-04,Hyderabad,Business Area,Saturday,1,1,0,None,29.74,276,6202.0,1711752.0,95952.16,2000000,384200.16,0,1,2058948.36
3870,ATM014,2025-02-13,Pune,Railway Station,Thursday,2,0,0,None,,265,4494.0,1190910.0,151541.62,2000000,960631.62,0,0,1358891.1
3871,ATM022,2025-07-11,Chennai,Business Area,Friday,7,0,0,None,24.74,227,5594.0,1269838.0,180509.44,1000000,0.0,1,1,1353616.04
3872,ATM004,2024-07-11,Mumbai,Business Area,Thursday,7,0,0,None,36.32,234,2137.0,500058.0,74528.64,2000000,1574470.64,0,0,598560.37
3873,ATM033,2024-01-03,Hyderabad,Railway Station,Wednesday,1,0,0,None,20.66,261,4570.0,1192770.0,156252.2,3000000,1963482.2,0,0,1189410.61
3874,ATM002,2024-04-28,Delhi,Mall,Sunday,4,1,0,None,23.43,224,3137.0,702688.0,125322.69,1500000,922634.69,0,0,731891.05
3875,ATM001,2025-03-21,Bengaluru,Hospital,Friday,3,0,0,None,36.86,178,1946.0,346388.0,46064.87,1500000,1199676.87,0,0,303796.7
3876,ATM025,2024-10-09,Bengaluru,Residential,Wednesday,10,0,0,None,25.76,138,3393.0,528749.89,23356.81,1000000,494606.92,0,1,616759.6
3877,ATM010,2024-07-13,Mumbai,Market,Saturday,7,1,0,None,16.72,287,2491.0,714917.0,86011.53,3000000,2371094.53,0,0,736042.1
3878,ATM030,2024-09-13,Delhi,College,Friday,9,0,0,None,35.59,234,6191.0,1448694.0,122120.25,3000000,1673426.25,0,0,1268709.67
3879,ATM001,2024-01-06,Kolkata,Residential,Saturday,1,1,0,Diwali,35.83,314,2788.0,875432.0,131652.16,1500000,756220.16,0,0,1090749.84
3880,ATM024,2024-03-30,Jaipur,Residential,Saturday,3,1,0,None,21.44,162,2396.0,388152.0,25606.86,1000000,637454.86,0,0,378342.37
3881,ATM012,2025-06-23,Pune,Business Area,Monday,6,0,0,None,41.84,193,4893.0,944349.0,74584.69,2500000,1630235.69,0,0,809869.68
3882,ATM019,2025-08-18,Bengaluru,Railway Station,Monday,8,0,0,None,24.89,300,5135.0,1540500.0,112660.28,2000000,572160.28,0,0,1622133.82
3883,ATM024,2025-04-27,Mumbai,Business Area,Sunday,4,1,0,None,24.1,249,5563.0,1385187.0,221022.49,3000000,1835835.49,0,0,1758533.6
3884,ATM032,2025-12-11,Kolkata,Hospital,Thursday,12,0,0,None,25.63,111,4087.0,558783.33,95877.0,3000000,2537093.67,0,0,597091.44
3885,ATM034,2025-09-01,Mumbai,Residential,Monday,9,0,0,None,37.02,221,3542.0,782782.0,35064.77,1000000,252282.77,0,1,752282.43
3886,ATM008,2024-04-05,Mumbai,Bus Stand,Friday,4,0,0,None,19.39,147,2450.0,360150.0,19297.59,3000000,2659147.59,0,0,345424.86
3887,ATM024,2024-11-08,Pune,Business Area,Friday,11,0,0,None,20.85,238,2109.0,667970.5,67127.33,2000000,1399156.83,0,0,589378.99
3888,ATM001,2025-11-29,Pune,Residential,Saturday,11,1,0,None,31.12,236,4100.0,1222720.82,136226.14,2500000,1413505.32,0,0,1464605.09
3889,ATM001,2024-07-15,Hyderabad,Market,Monday,7,0,0,None,39.11,397,2243.0,890471.0,151354.18,2500000,1760883.18,0,0,1032079.48
3890,ATM006,2025-04-17,Delhi,Residential,Thursday,4,0,0,None,17.82,246,1801.0,443046.0,20824.62,1500000,1077778.62,0,0,446668.87
3891,ATM035,2024-08-14,Mumbai,Mall,Wednesday,8,0,0,None,27.29,168,4104.0,689472.0,69305.24,2500000,1879833.24,0,0,672359.05
3892,ATM028,2024-09-22,Delhi,Market,Sunday,9,1,0,None,16.72,300,4098.0,1229400.0,90502.8,1500000,361102.8,0,1,1491598.25
3893,ATM004,2025-12-27,Jaipur,Hospital,Saturday,12,1,1,None,38.0,209,3795.0,913273.43,131826.69,1500000,718553.26,0,0,1056127.49
3894,ATM005,2024-05-05,Hyderabad,Business Area,Sunday,5,1,0,Eid,23.56,458,2683.0,1228814.0,87507.02,3000000,1858693.02,0,0,1411043.83
3895,ATM015,2024-03-04,Pune,Bus Stand,Monday,3,0,0,None,18.41,98,2149.0,210602.0,19672.2,3000000,2809070.2,0,0,198302.64
3896,ATM004,2024-08-17,Kolkata,Mall,Saturday,8,1,0,None,31.95,323,3450.0,1114350.0,80079.03,2500000,1465729.03,0,0,1187634.29
3897,ATM010,2024-03-07,Jaipur,Bus Stand,Thursday,3,0,0,None,26.47,163,3042.0,495846.0,71494.78,1500000,1075648.78,0,0,438571.99
3898,ATM028,2024-10-03,Kolkata,Market,Thursday,10,0,0,None,26.61,294,3859.0,1277328.66,170720.78,1500000,393392.12,0,1,1298445.17
3899,ATM007,2024-08-17,Hyderabad,Residential,Saturday,8,1,1,None,35.06,244,1597.0,389668.0,67011.93,3000000,2677343.93,0,0,499395.56
3900,ATM003,2025-10-16,Jaipur,Residential,Thursday,10,0,0,None,30.57,162,5209.0,1085980.25,41296.52,3000000,1955316.27,0,0,1227434.47
3901,ATM034,2024-08-20,Delhi,Bus Stand,Tuesday,8,0,0,None,17.87,162,3779.0,612198.0,77019.93,2500000,1964821.93,0,0,586029.37
3902,ATM032,2024-09-03,Chennai,Bus Stand,Tuesday,9,0,1,None,33.96,265,3536.0,937040.0,88834.08,3000000,2151794.08,0,0,1067573.13
3903,ATM007,2025-11-11,Pune,College,Tuesday,11,0,0,None,19.22,172,3477.0,669286.47,101261.43,2500000,1931974.96,0,0,755595.32
3904,ATM021,2024-02-19,Hyderabad,Market,Monday,2,0,0,Diwali,36.47,316,2176.0,687616.0,114687.82,1000000,427071.82,0,1,836879.73
3905,ATM040,2025-02-11,Jaipur,Bus Stand,Tuesday,2,0,0,None,32.4,238,4436.0,1055768.0,58460.83,1000000,2692.83,1,1,1018438.8
3906,ATM023,2024-02-03,Kolkata,Business Area,Saturday,2,1,0,None,39.89,257,5846.0,1502422.0,105222.41,1500000,102800.41,0,1,1601034.88
3907,ATM033,2024-02-20,Pune,Railway Station,Tuesday,2,0,0,None,35.01,362,2908.0,1052696.0,77060.52,2500000,1524364.52,0,0,1241094.7
3908,ATM007,2024-04-02,Kolkata,Bus Stand,Tuesday,4,0,0,None,15.95,242,4623.0,1118766.0,63350.43,2500000,1444584.43,0,0,1151747.05
3909,ATM040,2024-01-27,Delhi,Residential,Saturday,1,1,0,Eid,28.56,323,2505.0,809115.0,42489.83,1000000,233374.83,0,1,1042604.95
3910,ATM038,2024-12-06,Bengaluru,Hospital,Friday,12,0,0,None,36.02,121,3217.0,451675.99,19059.2,2000000,1567383.21,0,0,445605.95
3911,ATM032,2024-05-20,Kolkata,Market,Monday,5,0,0,None,37.26,250,4318.0,1079500.0,185060.01,2500000,1605560.01,0,0,964155.68
3912,ATM012,2025-12-06,Jaipur,Mall,Saturday,12,1,0,None,40.87,239,3787.0,1174620.05,122772.18,2500000,1448152.13,0,0,1162053.67
3913,ATM013,2024-11-19,Jaipur,Railway Station,Tuesday,11,0,0,Diwali,33.89,388,2329.0,1146787.27,87646.4,1500000,440859.13,0,1,1155847.37
3914,ATM017,2024-07-08,Delhi,Business Area,Monday,7,0,1,None,31.04,330,4527.0,1493910.0,190357.66,2500000,1196447.66,0,0,1460563.21
3915,ATM040,2024-10-21,Bengaluru,College,Monday,10,0,0,None,16.36,249,4197.0,1409874.44,71045.32,2000000,661170.88,0,0,1310025.38
3916,ATM001,2025-08-11,Kolkata,College,Monday,8,0,0,None,33.61,220,5527.0,1215940.0,126646.89,3000000,1910706.89,0,0,1128766.95
3917,ATM019,2025-11-18,Bengaluru,Business Area,Tuesday,11,0,0,Diwali,20.69,451,2720.0,1417636.59,195986.89,1000000,0.0,1,1,1669125.02
3918,ATM005,2024-05-10,Bengaluru,Mall,Friday,5,0,0,None,21.46,169,2103.0,355407.0,23423.8,1500000,1168016.8,0,0,308405.74
3919,ATM002,2025-05-01,Kolkata,Railway Station,Thursday,5,0,0,None,25.07,163,3631.0,591853.0,53711.16,3000000,2461858.16,0,0,560852.8
3920,ATM034,2024-10-22,Mumbai,Hospital,Tuesday,10,0,0,Diwali,20.7,205,3368.0,907255.78,150561.2,3000000,2243305.42,0,0,1091366.64
3921,ATM016,2025-06-20,Kolkata,Business Area,Friday,6,0,0,None,16.6,315,3197.0,1007055.0,118545.48,1000000,111490.48,0,1,943603.62
3922,ATM001,2025-06-23,Kolkata,Business Area,Monday,6,0,0,None,40.89,243,2888.0,701784.0,34095.52,1000000,332311.52,0,1,700722.77
3923,ATM036,2024-07-09,Bengaluru,Residential,Tuesday,7,0,0,None,32.54,212,1553.0,329236.0,40361.25,3000000,2711125.25,0,0,303950.37
3924,ATM005,2025-01-16,Mumbai,Railway Station,Thursday,1,0,0,None,17.01,351,5951.0,2088801.0,157160.17,3000000,1068359.17,0,0,2173528.2
3925,ATM016,2025-07-07,Delhi,Railway Station,Monday,7,0,0,None,27.0,284,5085.0,1444140.0,235661.35,1500000,291521.35,0,1,1502346.63
3926,ATM007,2024-08-16,Chennai,Business Area,Friday,8,0,0,None,16.65,267,3683.0,983361.0,87866.53,2000000,1104505.53,0,0,1125761.41
3927,ATM021,2024-11-11,Delhi,Business Area,Monday,11,0,0,None,38.12,134,4128.0,734830.89,123255.17,2000000,1388424.28,0,0,791783.32
3928,ATM033,2025-06-15,Bengaluru,Railway Station,Sunday,6,1,0,None,39.76,389,2518.0,979502.0,143847.9,1000000,164345.9,0,1,1146418.27
3929,ATM012,2025-08-01,Chennai,College,Friday,8,0,0,None,16.56,114,5882.0,670548.0,48312.9,2500000,1877764.9,0,0,708799.94
3930,ATM036,2024-06-18,Kolkata,Business Area,Tuesday,6,0,0,None,34.88,245,2074.0,508130.0,90861.56,2500000,2082731.56,0,0,568877.23
3931,ATM007,2024-11-24,Chennai,Railway Station,Sunday,11,1,0,None,35.07,363,4623.0,2018379.22,266747.92,2500000,748368.7,0,0,1899300.48
3932,ATM026,2024-08-06,Chennai,Mall,Tuesday,8,0,0,None,17.7,238,5028.0,1196664.0,161004.29,1000000,0.0,1,1,1431476.98
3933,ATM038,2024-12-06,Kolkata,Railway Station,Friday,12,0,0,Christmas,15.69,350,2434.0,1116206.98,76287.22,1000000,0.0,1,1,1225752.74
3934,ATM032,2025-09-29,Mumbai,Business Area,Monday,9,0,0,None,15.23,247,6187.0,1528189.0,190494.39,1500000,162305.39,0,1,1313659.61
3935,ATM007,2025-07-05,Bengaluru,Market,Saturday,7,1,0,None,39.2,303,2561.0,775983.0,28527.13,1500000,752544.13,0,0,948901.85
3936,ATM026,2024-07-05,Hyderabad,Business Area,Friday,7,0,0,None,41.29,222,3945.0,875790.0,82972.22,2000000,1207182.22,0,0,1030005.39
3937,ATM016,2024-05-30,Kolkata,College,Thursday,5,0,1,Holi,16.64,436,2601.0,1134036.0,131922.42,3000000,1997886.42,0,0,1286560.76
3938,ATM015,2025-01-28,Jaipur,Mall,Tuesday,1,0,0,None,18.49,265,1780.0,471700.0,58118.04,2500000,2086418.04,0,0,491538.09
3939,ATM039,2024-01-24,Chennai,College,Wednesday,1,0,0,None,33.77,162,1591.0,257742.0,43315.86,3000000,2785573.86,0,0,227985.85
3940,ATM039,2025-02-28,Hyderabad,Bus Stand,Friday,2,0,0,None,23.69,163,5159.0,840917.0,151226.03,3000000,2310309.03,0,0,944288.24
3941,ATM029,2024-09-26,Hyderabad,Hospital,Thursday,9,0,0,None,15.91,160,3632.0,581120.0,22274.2,2000000,1441154.2,0,0,677855.8
3942,ATM024,2025-12-08,Kolkata,Residential,Monday,12,0,0,Diwali,28.08,222,6120.0,1761838.11,65673.37,2500000,803835.26,0,0,2237170.23
3943,ATM021,2025-09-07,Chennai,Market,Sunday,9,1,0,None,39.97,179,3609.0,646011.0,103112.58,1000000,457101.58,0,1,667082.41
3944,ATM003,2024-12-23,Delhi,Residential,Monday,12,0,0,None,32.01,84,,580021.38,39572.79,2000000,1459551.41,0,0,686572.23
3945,ATM023,2024-11-12,Hyderabad,Market,Tuesday,11,0,0,None,41.36,138,3906.0,597972.07,44210.06,2500000,1946237.99,0,0,561618.06
